dataset,sample_id,legacy_id
L1-Arctic,ljm/arctic_a0191,10350
L1-Arctic,ljm/arctic_a0185,10351
L1-Arctic,ljm/arctic_a0152,10352
L1-Arctic,ljm/arctic_a0146,10353
L1-Arctic,ljm/arctic_a0147,10354
L1-Arctic,ljm/arctic_a0153,10355
L1-Arctic,ljm/arctic_a0184,10356
L1-Arctic,ljm/arctic_a0190,10357
L1-Arctic,ljm/arctic_a0379,10358
L1-Arctic,ljm/arctic_a0423,10359
L1-Arctic,ljm/arctic_a0345,10360
L1-Arctic,ljm/arctic_a0351,10361
L1-Arctic,ljm/arctic_a0437,10362
L1-Arctic,ljm/arctic_a0386,10363
L1-Arctic,ljm/arctic_a0392,10364
L1-Arctic,ljm/arctic_a0219,10365
L1-Arctic,ljm/arctic_a0557,10366
L1-Arctic,ljm/arctic_a0231,10367
L1-Arctic,ljm/arctic_a0225,10368
L1-Arctic,ljm/arctic_a0543,10369
L1-Arctic,ljm/arctic_a0580,10370
L1-Arctic,ljm/arctic_a0033,10371
L1-Arctic,ljm/arctic_a0027,10372
L1-Arctic,ljm/arctic_a0031,10373
L1-Arctic,ljm/arctic_a0025,10374
L1-Arctic,ljm/arctic_a0019,10375
L1-Arctic,ljm/arctic_a0582,10376
L1-Arctic,ljm/arctic_a0233,10377
L1-Arctic,ljm/arctic_a0555,10378
L1-Arctic,ljm/arctic_a0541,10379
L1-Arctic,ljm/arctic_a0227,10380
L1-Arctic,ljm/arctic_a0569,10381
L1-Arctic,ljm/arctic_a0384,10382
L1-Arctic,ljm/arctic_a0390,10383
L1-Arctic,ljm/arctic_a0347,10384
L1-Arctic,ljm/arctic_a0421,10385
L1-Arctic,lnh/arctic_b0126,10928
L1-Arctic,lnh/arctic_b0132,10929
L1-Arctic,lnh/arctic_a0026,10930
L1-Arctic,lnh/arctic_a0032,10931
L1-Arctic,lnh/arctic_b0324,10932
L1-Arctic,lnh/arctic_b0442,10933
L1-Arctic,lnh/arctic_a0581,10934
L1-Arctic,lnh/arctic_b0456,10935
L1-Arctic,lnh/arctic_b0330,10936
L1-Arctic,lnh/arctic_b0318,10937
L1-Arctic,lnh/arctic_a0224,10938
L1-Arctic,lnh/arctic_b0481,10939
L1-Arctic,lnh/arctic_a0542,10940
L1-Arctic,lnh/arctic_b0495,10941
L1-Arctic,lnh/arctic_a0556,10942
L1-Arctic,lnh/arctic_a0230,10943
L1-Arctic,lnh/arctic_a0218,10944
L1-Arctic,lnh/arctic_b0250,10945
L1-Arctic,lnh/arctic_a0393,10946
L1-Arctic,lnh/arctic_b0536,10947
L1-Arctic,lnh/arctic_b0522,10948
L1-Arctic,lnh/arctic_b0244,10949
L1-Arctic,lnh/arctic_a0387,10950
L1-Arctic,lnh/arctic_b0278,10951
L1-Arctic,lnh/arctic_b0293,10952
L1-Arctic,lnh/arctic_a0350,10953
L1-Arctic,lnh/arctic_a0436,10954
L1-Arctic,lnh/arctic_a0422,10955
L1-Arctic,lnh/arctic_b0287,10956
L1-Arctic,lnh/arctic_a0344,10957
L1-Arctic,lnh/arctic_a0378,10958
L1-Arctic,lnh/arctic_a0191,10959
L1-Arctic,lnh/arctic_b0052,10960
L1-Arctic,lnh/arctic_a0185,10961
L1-Arctic,lnh/arctic_b0046,10962
L1-Arctic,lnh/arctic_a0152,10963
L1-Arctic,lnh/arctic_b0091,10964
L1-Arctic,lnh/arctic_a0146,10965
L1-Arctic,lnh/arctic_b0085,10966
L1-Arctic,lnh/arctic_b0084,10967
L1-Arctic,lnh/arctic_a0147,10968
L1-Arctic,lnh/arctic_b0090,10969
L1-Arctic,lnh/arctic_a0153,10970
L1-Arctic,lnh/arctic_b0047,10971
L1-Arctic,lnh/arctic_a0184,10972
L1-Arctic,lnh/arctic_b0053,10973
L1-Arctic,lnh/arctic_a0190,10974
L1-Arctic,lnh/arctic_a0379,10975
L1-Arctic,lnh/arctic_a0423,10976
L1-Arctic,lnh/arctic_a0345,10977
L1-Arctic,lnh/arctic_b0286,10978
L1-Arctic,rms/arctic_b0126,12060
L1-Arctic,rms/arctic_b0132,12061
L1-Arctic,rms/arctic_a0026,12062
L1-Arctic,rms/arctic_a0032,12063
L1-Arctic,rms/arctic_b0324,12064
L1-Arctic,rms/arctic_b0442,12065
L1-Arctic,rms/arctic_a0581,12066
L1-Arctic,rms/arctic_b0456,12067
L1-Arctic,rms/arctic_b0330,12068
L1-Arctic,rms/arctic_b0318,12069
L1-Arctic,rms/arctic_a0224,12070
L1-Arctic,rms/arctic_b0481,12071
L1-Arctic,rms/arctic_a0542,12072
L1-Arctic,rms/arctic_b0495,12073
L1-Arctic,rms/arctic_a0556,12074
L1-Arctic,rms/arctic_a0230,12075
L1-Arctic,rms/arctic_a0218,12076
L1-Arctic,rms/arctic_b0250,12077
L1-Arctic,rms/arctic_a0393,12078
L1-Arctic,rms/arctic_b0536,12079
L1-Arctic,rms/arctic_b0522,12080
L1-Arctic,rms/arctic_b0244,12081
L1-Arctic,rms/arctic_a0387,12082
L1-Arctic,rms/arctic_b0278,12083
L1-Arctic,rms/arctic_b0293,12084
L1-Arctic,rms/arctic_a0350,12085
L1-Arctic,rms/arctic_a0436,12086
L1-Arctic,rms/arctic_a0422,12087
L1-Arctic,rms/arctic_b0287,12088
L1-Arctic,rms/arctic_a0344,12089
L1-Arctic,rms/arctic_a0378,12090
L1-Arctic,rms/arctic_a0191,12091
L1-Arctic,rms/arctic_b0052,12092
L1-Arctic,rms/arctic_a0185,12093
L1-Arctic,rms/arctic_b0046,12094
L1-Arctic,rms/arctic_a0152,12095
L1-Arctic,rms/arctic_b0091,12096
L1-Arctic,rms/arctic_a0146,12097
L1-Arctic,rms/arctic_b0085,12098
L1-Arctic,rms/arctic_b0084,12099
L1-Arctic,rms/arctic_a0147,12100
L1-Arctic,rms/arctic_b0090,12101
L1-Arctic,rms/arctic_a0153,12102
L1-Arctic,rms/arctic_b0047,12103
L1-Arctic,rms/arctic_a0184,12104
L1-Arctic,rms/arctic_b0053,12105
L1-Arctic,rms/arctic_a0190,12106
L1-Arctic,rms/arctic_a0379,12107
L1-Arctic,rms/arctic_a0423,12108
L1-Arctic,rms/arctic_a0345,12109
L1-Arctic,rms/arctic_b0286,12110
L1-Arctic,rxr/arctic_a0026,13192
L1-Arctic,rxr/arctic_a0032,13193
L1-Arctic,rxr/arctic_a0581,13194
L1-Arctic,rxr/arctic_a0224,13195
L1-Arctic,rxr/arctic_a0542,13196
L1-Arctic,rxr/arctic_a0556,13197
L1-Arctic,rxr/arctic_a0230,13198
L1-Arctic,rxr/arctic_a0218,13199
L1-Arctic,rxr/arctic_a0393,13200
L1-Arctic,rxr/arctic_c0043,13201
L1-Arctic,rxr/arctic_a0387,13202
L1-Arctic,rxr/arctic_c0057,13203
L1-Arctic,rxr/arctic_a0350,13204
L1-Arctic,rxr/arctic_a0436,13205
L1-Arctic,rxr/arctic_a0422,13206
L1-Arctic,rxr/arctic_a0344,13207
L1-Arctic,rxr/arctic_a0378,13208
L1-Arctic,rxr/arctic_a0191,13209
L1-Arctic,rxr/arctic_a0185,13210
L1-Arctic,rxr/arctic_a0152,13211
L1-Arctic,rxr/arctic_a0146,13212
L1-Arctic,rxr/arctic_a0147,13213
L1-Arctic,rxr/arctic_a0153,13214
L1-Arctic,rxr/arctic_a0184,13215
L1-Arctic,rxr/arctic_a0190,13216
L1-Arctic,rxr/arctic_a0379,13217
L1-Arctic,rxr/arctic_a0423,13218
L1-Arctic,rxr/arctic_a0345,13219
L1-Arctic,rxr/arctic_a0351,13220
L1-Arctic,rxr/arctic_a0437,13221
L1-Arctic,rxr/arctic_c0056,13222
L1-Arctic,rxr/arctic_a0386,13223
L1-Arctic,rxr/arctic_c0042,13224
L1-Arctic,rxr/arctic_a0392,13225
L1-Arctic,rxr/arctic_a0219,13226
L1-Arctic,rxr/arctic_a0557,13227
L1-Arctic,rxr/arctic_a0231,13228
L1-Arctic,rxr/arctic_a0225,13229
L1-Arctic,rxr/arctic_a0543,13230
L1-Arctic,rxr/arctic_a0580,13231
L1-Arctic,rxr/arctic_a0033,13232
L1-Arctic,rxr/arctic_a0027,13233
L1-Arctic,rxr/arctic_a0031,13234
L1-Arctic,rxr/arctic_a0025,13235
L1-Arctic,rxr/arctic_a0019,13236
L1-Arctic,rxr/arctic_a0582,13237
L1-Arctic,rxr/arctic_a0233,13238
L1-Arctic,rxr/arctic_a0555,13239
L1-Arctic,rxr/arctic_a0541,13240
L1-Arctic,rxr/arctic_a0227,13241
L1-Arctic,rxr/arctic_a0569,13242
L1-Arctic,slp/arctic_a0026,13858
L1-Arctic,slp/arctic_a0032,13859
L1-Arctic,slp/arctic_a0581,13860
L1-Arctic,slp/arctic_a0224,13861
L1-Arctic,slp/arctic_a0542,13862
L1-Arctic,slp/arctic_a0556,13863
L1-Arctic,slp/arctic_a0230,13864
L1-Arctic,slp/arctic_a0218,13865
L1-Arctic,slp/arctic_a0393,13866
L1-Arctic,slp/arctic_a0387,13867
L1-Arctic,slp/arctic_a0350,13868
L1-Arctic,slp/arctic_a0436,13869
L1-Arctic,slp/arctic_a0422,13870
L1-Arctic,slp/arctic_a0344,13871
L1-Arctic,slp/arctic_a0378,13872
L1-Arctic,slp/arctic_a0191,13873
L1-Arctic,slp/arctic_a0185,13874
L1-Arctic,slp/arctic_a0152,13875
L1-Arctic,slp/arctic_a0146,13876
L1-Arctic,slp/arctic_a0147,13877
L1-Arctic,slp/arctic_a0153,13878
L1-Arctic,slp/arctic_a0184,13879
L1-Arctic,slp/arctic_a0190,13880
L1-Arctic,slp/arctic_a0379,13881
L1-Arctic,slp/arctic_a0423,13882
L1-Arctic,slp/arctic_a0345,13883
L1-Arctic,slp/arctic_a0351,13884
L1-Arctic,slp/arctic_a0437,13885
L1-Arctic,slp/arctic_a0386,13886
L1-Arctic,slp/arctic_a0392,13887
L1-Arctic,slp/arctic_a0219,13888
L1-Arctic,slp/arctic_a0557,13889
L1-Arctic,slp/arctic_a0231,13890
L1-Arctic,slp/arctic_a0225,13891
L1-Arctic,slp/arctic_a0543,13892
L1-Arctic,slp/arctic_a0580,13893
L1-Arctic,slp/arctic_a0033,13894
L1-Arctic,slp/arctic_a0027,13895
L1-Arctic,slp/arctic_a0031,13896
L1-Arctic,slp/arctic_a0025,13897
L1-Arctic,slp/arctic_a0019,13898
L1-Arctic,slp/arctic_a0582,13899
L1-Arctic,slp/arctic_a0233,13900
L1-Arctic,slp/arctic_a0555,13901
L1-Arctic,slp/arctic_a0541,13902
L1-Arctic,slp/arctic_a0227,13903
L1-Arctic,slp/arctic_a0569,13904
L1-Arctic,slp/arctic_a0384,13905
L1-Arctic,slp/arctic_a0390,13906
L1-Arctic,slp/arctic_a0347,13907
L1-Arctic,slp/arctic_a0421,13908
L1-Arctic,slt/arctic_b0126,14451
L1-Arctic,slt/arctic_b0132,14452
L1-Arctic,slt/arctic_a0026,14453
L1-Arctic,slt/arctic_a0032,14454
L1-Arctic,slt/arctic_b0324,14455
L1-Arctic,slt/arctic_b0442,14456
L1-Arctic,slt/arctic_a0581,14457
L1-Arctic,slt/arctic_b0456,14458
L1-Arctic,slt/arctic_b0330,14459
L1-Arctic,slt/arctic_b0318,14460
L1-Arctic,slt/arctic_a0224,14461
L1-Arctic,slt/arctic_b0481,14462
L1-Arctic,slt/arctic_a0542,14463
L1-Arctic,slt/arctic_b0495,14464
L1-Arctic,slt/arctic_a0556,14465
L1-Arctic,slt/arctic_a0230,14466
L1-Arctic,slt/arctic_a0218,14467
L1-Arctic,slt/arctic_b0250,14468
L1-Arctic,slt/arctic_a0393,14469
L1-Arctic,slt/arctic_b0536,14470
L1-Arctic,slt/arctic_b0522,14471
L1-Arctic,slt/arctic_b0244,14472
L1-Arctic,slt/arctic_a0387,14473
L1-Arctic,slt/arctic_b0278,14474
L1-Arctic,slt/arctic_b0293,14475
L1-Arctic,slt/arctic_a0350,14476
L1-Arctic,slt/arctic_a0436,14477
L1-Arctic,slt/arctic_a0422,14478
L1-Arctic,slt/arctic_b0287,14479
L1-Arctic,slt/arctic_a0344,14480
L1-Arctic,slt/arctic_a0378,14481
L1-Arctic,slt/arctic_a0191,14482
L1-Arctic,slt/arctic_b0052,14483
L1-Arctic,slt/arctic_a0185,14484
L1-Arctic,slt/arctic_b0046,14485
L1-Arctic,slt/arctic_a0152,14486
L1-Arctic,slt/arctic_b0091,14487
L1-Arctic,slt/arctic_a0146,14488
L1-Arctic,slt/arctic_b0085,14489
L1-Arctic,slt/arctic_b0084,14490
L1-Arctic,slt/arctic_a0147,14491
L1-Arctic,slt/arctic_b0090,14492
L1-Arctic,slt/arctic_a0153,14493
L1-Arctic,slt/arctic_b0047,14494
L1-Arctic,slt/arctic_a0184,14495
L1-Arctic,slt/arctic_b0053,14496
L1-Arctic,slt/arctic_a0190,14497
L1-Arctic,slt/arctic_a0379,14498
L1-Arctic,slt/arctic_a0423,14499
L1-Arctic,slt/arctic_a0345,14500
L1-Arctic,slt/arctic_b0286,14501
